time,value
1662736919738,0
1662736919748,0
1662736919758,0
1662736919768,0
1662736919778,0
1662736919788,0
1662736919797,0
1662736919807,0
1662736919817,0
1662736919827,0
1662736919837,0
1662736919847,0
1662736919857,0
1662736919867,0
1662736919878,0
1662736919887,0
1662736919897,0
1662736919907,0
1662736919917,0
1662736919927,0
1662736919937,0
1662736919947,0
1662736919957,0
1662736919967,0
1662736919977,0
1662736919987,0
1662736919997,0
1662736920007,0
1662736920017,0
1662736920027,0
1662736920037,0
1662736920047,0
1662736920056,0
1662736920066,0
1662736920076,0
1662736920087,0
1662736920096,0
1662736920106,0
1662736920116,0
1662736920126,0
1662736920136,1
1662736920146,1
1662736920156,1
1662736920166,1
1662736920176,1
1662736920186,1
1662736920196,1
1662736920206,1
1662736920216,1
1662736920226,1
1662736920236,1
1662736920246,1
1662736920256,1
1662736920266,1
1662736920276,0
1662736920286,0
1662736920296,0
1662736920306,0
1662736920315,0
1662736920325,0
1662736920335,0
1662736920345,0
1662736920355,0
1662736920365,0
1662736920375,0
1662736920385,0
1662736920395,0
1662736920405,0
1662736920415,0
1662736920425,0
1662736920435,0
1662736920445,0
1662736920455,0
1662736920465,0
1662736920475,0
1662736920485,-1
1662736920495,-1
1662736920505,-1
1662736920515,-1
1662736920525,-1
1662736920535,-1
1662736920545,-1
1662736920555,-1
1662736920565,0
1662736920574,0
1662736920584,-1
1662736920594,-1
1662736920604,0
1662736920614,0
1662736920624,0
1662736920634,0
1662736920644,0
1662736920654,0
1662736920664,0
1662736920674,0
1662736920684,0
1662736920694,0
1662736920704,0
1662736920714,0
1662736920724,0
1662736920734,0
1662736920744,0
1662736920754,0
1662736920764,0
1662736920774,0
1662736920784,0
1662736920794,0
1662736920804,0
1662736920814,0
1662736920824,0
1662736920833,0
1662736920843,0
1662736920853,0
1662736920863,0
1662736920873,0
1662736920883,0
1662736920893,0
1662736920903,0
1662736920913,0
1662736920923,0
1662736920933,0
1662736920943,0
1662736920953,0
1662736920963,0
1662736920973,0
1662736920983,0
1662736920993,0
1662736921005,0
1662736921013,0
1662736921023,0
1662736921033,0
1662736921043,0
1662736921053,0
1662736921063,0
1662736921073,0
1662736921083,0
1662736921093,0
1662736921102,0
1662736921112,0
1662736921122,0
1662736921132,0
1662736921142,0
1662736921152,0
1662736921162,0
1662736921172,0
1662736921182,0
1662736921192,0
1662736921202,0
1662736921212,0
1662736921222,0
1662736921232,0
1662736921242,0
1662736921252,0
1662736921262,0
1662736921272,0
1662736921282,0
1662736921292,0
1662736921302,0
1662736921312,0
1662736921322,0
1662736921332,0
1662736921342,0
1662736921352,0
1662736921362,0
1662736921372,0
1662736921381,0
1662736921391,0
1662736921401,0
1662736921411,0
1662736921421,0
1662736921431,0
1662736921441,0
1662736921451,0
1662736921461,0
1662736921471,0
1662736921481,0
1662736921491,0
1662736921501,0
1662736921511,0
1662736921521,0
1662736921531,0
1662736921541,0
1662736921551,0
1662736921561,0
1662736921571,0
1662736921581,0
1662736921591,0
1662736921601,0
1662736921611,0
1662736921621,0
1662736921631,0
1662736921641,0
1662736921651,0
1662736921660,0
1662736921670,0
1662736921680,0
1662736921690,0
1662736921700,0
1662736921710,0
1662736921720,0
1662736921730,0
1662736921740,0
1662736921750,0
1662736921760,0
1662736921770,0
1662736921780,0
1662736921790,0
1662736921800,0
1662736921810,0
1662736921820,0
1662736921830,0
1662736921840,0
1662736921850,0
1662736921860,0
1662736921870,0
1662736921880,0
1662736921890,0
1662736921900,0
1662736921909,0
1662736921920,0
1662736921929,0
1662736921939,0
1662736921949,0
1662736921959,0
1662736921969,0
1662736921979,0
1662736921989,0
1662736921999,0
1662736922009,0
1662736922019,0
1662736922029,0
1662736922039,0
1662736922049,0
1662736922059,0
1662736922069,0
1662736922079,0
1662736922089,0
1662736922099,0
1662736922109,0
1662736922119,0
1662736922129,0
1662736922139,0
1662736922149,0
1662736922159,0
1662736922169,0
1662736922178,0
1662736922188,0
1662736922198,0
1662736922208,0
1662736922218,0
1662736922228,0
1662736922238,0
1662736922248,0
1662736922258,0
1662736922268,0
1662736922278,0
1662736922288,0
1662736922298,0
1662736922308,0
1662736922318,0
1662736922328,0
1662736922338,0
1662736922348,0
1662736922358,0
1662736922368,0
1662736922378,0
1662736922388,0
1662736922398,0
1662736922408,0
1662736922418,0
1662736922428,0
1662736922438,0
1662736922447,0
1662736922457,0
1662736922467,0
1662736922477,0
1662736922487,0
1662736922497,0
1662736922507,0
1662736922517,0
1662736922527,0
1662736922537,0
1662736922547,0
1662736922557,0
1662736922567,0
1662736922577,0
1662736922587,0
1662736922597,0
1662736922607,0
1662736922617,0
1662736922627,0
1662736922637,0
1662736922647,0
1662736922657,0
1662736922667,0
1662736922677,0
1662736922687,0
1662736922697,0
1662736922707,0
1662736922716,0
1662736922726,0
1662736922736,0
1662736922746,0
1662736922756,0
1662736922766,0
1662736922776,0
1662736922786,0
1662736922796,0
1662736922806,0
1662736922816,0
1662736922826,0
1662736922837,0
1662736922846,-1
1662736922856,-1
1662736922866,-1
1662736922876,-1
1662736922886,-1
1662736922896,-2
1662736922906,-2
1662736922916,-2
1662736922926,-2
1662736922936,-2
1662736922946,-2
1662736922956,-3
1662736922966,-3
1662736922975,-3
1662736922985,-3
1662736922995,-3
1662736923005,-3
1662736923015,-4
1662736923025,-4
1662736923035,-4
1662736923045,-4
1662736923055,-4
1662736923065,-4
1662736923075,-4
1662736923085,-4
1662736923095,-5
1662736923105,-5
1662736923115,-5
1662736923125,-5
1662736923135,-5
1662736923145,-5
1662736923155,-5
1662736923165,-5
1662736923175,-5
1662736923185,-5
1662736923195,-5
1662736923205,-5
1662736923215,-5
1662736923225,-5
1662736923234,-5
1662736923244,-5
1662736923254,-5
1662736923264,-5
1662736923274,-5
1662736923284,-5
1662736923294,-5
1662736923304,-5
1662736923314,-5
1662736923324,-5
1662736923334,-4
1662736923344,-4
1662736923354,-4
1662736923364,-4
1662736923374,-4
1662736923384,-4
1662736923394,-4
1662736923404,-4
1662736923414,-4
1662736923424,-4
1662736923434,-4
1662736923444,-4
1662736923454,-4
1662736923464,-4
1662736923474,-4
1662736923484,-4
1662736923493,-4
1662736923503,-4
1662736923513,-4
1662736923523,-4
1662736923533,-4
1662736923543,-4
1662736923553,-4
1662736923563,-4
1662736923573,-4
1662736923583,-4
1662736923593,-4
1662736923603,-4
1662736923613,-4
1662736923623,-4
1662736923633,-4
1662736923643,-4
1662736923653,-4
1662736923663,-4
1662736923673,-4
1662736923683,-4
1662736923693,-4
1662736923703,-4
1662736923713,-4
1662736923723,-4
1662736923733,-4
1662736923743,-4
1662736923752,-4
1662736923762,-4
1662736923772,-4
1662736923782,-4
1662736923792,-4
1662736923802,-4
1662736923812,-4
1662736923822,-4
1662736923832,-4
1662736923842,0
1662736923852,-3
1662736923862,-3
1662736923872,-3
1662736923882,-3
1662736923892,-3
1662736923902,-3
1662736923912,-3
1662736923922,-3
1662736923932,-3
1662736923942,-3
1662736923952,-2
1662736923962,-2
1662736923972,-2
1662736923982,-2
1662736923992,-2
1662736924002,-2
1662736924011,-1
1662736924021,-1
1662736924031,-1
1662736924041,-1
1662736924051,-1
1662736924061,-1
1662736924071,-1
1662736924081,0
1662736924091,0
1662736924101,0
1662736924111,0
1662736924121,0
1662736924131,0
1662736924141,0
1662736924151,0
1662736924161,0
1662736924171,0
1662736924181,0
1662736924191,0
1662736924201,0
1662736924211,0
1662736924221,0
1662736924231,0
1662736924241,0
1662736924251,0
1662736924261,0
1662736924271,0
1662736924280,0
1662736924290,0
1662736924300,0
1662736924310,0
1662736924320,0
1662736924330,0
1662736924340,0
1662736924350,0
1662736924360,0
1662736924370,0
1662736924380,0
1662736924390,0
1662736924400,0
1662736924410,0
1662736924420,0
1662736924430,0
1662736924440,0
1662736924450,0
1662736924460,0
1662736924470,0
1662736924480,1
1662736924490,1
1662736924500,1
1662736924510,1
1662736924520,1
1662736924530,1
1662736924539,2
1662736924549,2
1662736924559,1
1662736924569,1
1662736924579,0
1662736924589,1
1662736924599,1
1662736924609,0
1662736924619,0
1662736924629,0
1662736924639,0
1662736924649,0
1662736924659,0
1662736924669,0
1662736924679,0
1662736924689,0
1662736924699,0
1662736924709,0
1662736924719,0
1662736924729,-1
1662736924739,-1
1662736924749,-1
1662736924759,-1
1662736924769,-1
1662736924779,-1
1662736924789,-1
1662736924799,-1
1662736924808,-1
1662736924818,-1
1662736924828,-1
1662736924838,-1
1662736924848,-1
1662736924858,-1
1662736924868,-1
1662736924878,0
1662736924888,0
1662736924898,-1
1662736924908,-1
1662736924918,-1
1662736924928,-1
1662736924938,0
1662736924948,0
1662736924958,0
1662736924968,0
1662736924978,0
1662736924988,0
1662736924998,-1
1662736925008,-1
1662736925018,-1
1662736925028,-1
1662736925038,-1
1662736925048,-1
1662736925058,-1
1662736925067,-1
1662736925077,-1
1662736925087,-1
1662736925097,-1
1662736925107,-1
1662736925117,-1
1662736925127,-1
1662736925137,-1
1662736925147,0
1662736925157,0
1662736925167,0
1662736925177,0
1662736925187,0
1662736925197,0
1662736925207,0
1662736925217,0
1662736925227,0
1662736925237,0
1662736925247,0
1662736925257,0
1662736925267,0
1662736925277,0
1662736925287,0
1662736925297,0
1662736925307,0
1662736925317,0
1662736925327,0
1662736925336,0
1662736925346,0
1662736925356,0
1662736925366,0
1662736925376,0
1662736925386,0
1662736925396,0
1662736925406,0
1662736925416,0
1662736925426,0
1662736925436,0
1662736925446,0
1662736925456,0
1662736925466,0
1662736925476,0
1662736925486,0
1662736925496,0
1662736925506,0
1662736925516,0
1662736925526,0
1662736925536,0
1662736925546,0
1662736925556,0
1662736925566,0
1662736925576,0
1662736925586,0
1662736925595,0
1662736925605,0
1662736925615,0
1662736925625,0
1662736925635,0
1662736925645,0
1662736925655,0
1662736925665,0
1662736925675,0
1662736925685,0
1662736925695,0
1662736925705,0
1662736925715,0
1662736925725,0
1662736925735,0
1662736925745,0
1662736925755,0
1662736925765,0
1662736925775,0
1662736925785,0
1662736925795,0
1662736925805,0
1662736925815,0
1662736925825,0
1662736925835,0
1662736925845,0
1662736925855,0
1662736925864,0
1662736925874,0
1662736925884,0
1662736925894,0
1662736925904,0
1662736925914,0
1662736925924,0
1662736925934,0
1662736925944,0
1662736925954,0
1662736925964,0
1662736925974,0
1662736925984,0
1662736925994,0
1662736926004,0
1662736926014,0
1662736926024,0
1662736926034,0
1662736926044,0
1662736926054,0
1662736926064,0
1662736926074,0
1662736926084,0
1662736926094,0
1662736926104,0
1662736926114,0
1662736926124,0
1662736926133,0
1662736926143,0
1662736926153,0
1662736926163,0
1662736926173,0
1662736926183,0
1662736926193,0
1662736926203,0
1662736926213,0
1662736926223,0
1662736926233,0
1662736926243,0
1662736926253,0
1662736926263,0
1662736926273,0
1662736926283,0
1662736926293,0
1662736926303,0
1662736926313,0
1662736926323,0
1662736926333,0
1662736926343,0
1662736926353,0
1662736926363,0
1662736926373,0
1662736926383,0
1662736926393,0
1662736926402,0
1662736926412,0
1662736926422,0
1662736926432,0
1662736926442,0
1662736926452,0
1662736926462,0
1662736926472,0
1662736926482,0
1662736926492,0
1662736926502,0
1662736926512,0
1662736926522,0
1662736926532,0
1662736926542,0
1662736926552,0
1662736926562,0
1662736926572,0
1662736926582,0
1662736926592,0
1662736926602,0
1662736926612,0
1662736926622,0
1662736926632,0
1662736926642,0
1662736926652,0
1662736926662,0
1662736926671,0
1662736926681,0
1662736926691,0
1662736926701,0
1662736926711,0
1662736926721,0
1662736926731,0
1662736926741,0
1662736926751,0
1662736926761,0
1662736926771,0
1662736926781,0
1662736926791,0
1662736926801,0
1662736926811,0
1662736926821,0
1662736926831,0
1662736926841,0
1662736926851,0
1662736926861,0
1662736926871,0
1662736926881,0
1662736926891,0
1662736926901,0
1662736926911,0
1662736926920,0
1662736926930,0
1662736926940,0
1662736926950,0
1662736926960,0
1662736926970,0
1662736926980,0
1662736926990,0
1662736927000,0
1662736927010,0
1662736927020,0
1662736927030,0
1662736927040,0
1662736927050,0
1662736927060,0
1662736927070,0
1662736927080,0
1662736927090,0
1662736927100,0
1662736927110,0
1662736927120,0
1662736927130,0
1662736927140,0
1662736927150,0
1662736927160,0
1662736927170,0
1662736927180,0
1662736927190,0
1662736927199,0
1662736927209,0
1662736927219,0
1662736927229,0
1662736927239,0
1662736927249,0
1662736927259,0
1662736927269,0
1662736927279,0
1662736927289,0
1662736927299,0
1662736927309,0
1662736927319,0
1662736927329,0
1662736927339,0
1662736927349,0
1662736927359,0
1662736927369,0
1662736927379,0
1662736927389,0
1662736927399,0
1662736927409,0
1662736927419,0
1662736927429,0
1662736927439,0
1662736927448,0
1662736927458,0
1662736927468,0
1662736927478,0
1662736927488,0
1662736927498,0
1662736927508,0
1662736927518,0
1662736927528,0
1662736927538,0
1662736927548,0
1662736927558,0
1662736927568,0
1662736927578,0
1662736927588,0
1662736927598,0
1662736927608,0
1662736927618,0
1662736927628,0
1662736927638,0
1662736927648,0
1662736927658,0
1662736927668,0
1662736927678,0
1662736927688,0
1662736927698,0
1662736927707,0
1662736927717,0
1662736927727,0
1662736927737,0
1662736927747,0
1662736927757,0
1662736927767,0
1662736927777,0
1662736927787,0
1662736927797,0
1662736927807,0
1662736927817,0
1662736927827,0
1662736927837,0
1662736927847,0
1662736927857,0
1662736927867,-1
1662736927877,-1
1662736927887,-1
1662736927897,-1
1662736927907,-1
1662736927917,-1
1662736927927,-2
1662736927937,-2
1662736927947,-2
1662736927957,-2
1662736927966,-3
1662736927976,-3
1662736927986,-3
1662736927997,-3
1662736928006,-4
1662736928016,-4
1662736928026,-4
1662736928036,-4
1662736928046,-4
1662736928056,-4
1662736928066,-5
1662736928076,-5
1662736928086,-5
1662736928096,-5
1662736928106,-5
1662736928116,-5
1662736928126,-5
1662736928136,-5
1662736928146,-5
1662736928156,-5
1662736928166,-5
1662736928176,-5
1662736928186,-5
1662736928196,-5
1662736928206,-5
1662736928216,-5
1662736928226,-5
1662736928235,-5
1662736928245,-5
1662736928255,-5
1662736928265,-5
1662736928275,-5
1662736928285,-5
1662736928295,-5
1662736928305,-5
1662736928315,-5
1662736928325,-5
1662736928335,-5
1662736928345,-5
1662736928355,-5
1662736928365,-5
1662736928375,-5
1662736928385,-5
1662736928395,-5
1662736928405,-5
1662736928415,-5
1662736928425,-5
1662736928435,-5
1662736928445,-5
1662736928455,-5
1662736928465,-5
1662736928475,-5
1662736928485,-5
1662736928494,-4
1662736928504,-4
1662736928514,-4
1662736928524,-4
1662736928534,-4
1662736928544,-4
1662736928554,-4
1662736928564,-4
1662736928574,-4
1662736928584,-4
1662736928594,-4
1662736928604,-3
1662736928614,-3
1662736928624,-3
1662736928634,-3
1662736928644,-3
1662736928654,-3
1662736928664,-3
1662736928674,-3
1662736928684,-3
1662736928694,-3
1662736928704,-3
1662736928714,-3
1662736928724,-3
1662736928734,-3
1662736928743,-3
1662736928753,-3
1662736928763,-3
1662736928773,-3
1662736928783,-3
1662736928793,-3
1662736928803,-3
1662736928813,-3
1662736928823,-3
1662736928833,-3
1662736928843,-3
1662736928853,-3
1662736928863,-2
1662736928873,-2
1662736928883,-2
1662736928893,-2
1662736928903,-2
1662736928913,-2
1662736928923,-2
1662736928933,-2
1662736928943,-2
1662736928953,-2
1662736928963,-2
1662736928973,-2
1662736928983,-2
1662736928993,-2
1662736929003,-2
1662736929012,-2
1662736929022,-2
1662736929032,-2
1662736929042,0
1662736929052,-2
1662736929062,-2
1662736929072,-2
1662736929082,-2
1662736929092,-2
1662736929102,-2
1662736929112,-2
1662736929122,-2
1662736929132,-2
1662736929142,-2
1662736929152,-2
1662736929162,-2
1662736929172,-2
1662736929182,-2
1662736929192,-1
1662736929202,-1
1662736929212,-1
1662736929222,-1
1662736929232,-1
1662736929242,-1
1662736929252,0
1662736929262,0
1662736929271,0
1662736929281,0
1662736929291,0
1662736929301,1
1662736929311,1
1662736929321,1
1662736929331,1
1662736929341,2
1662736929351,2
1662736929361,2
1662736929371,2
1662736929381,2
1662736929391,2
1662736929401,1
1662736929411,1
1662736929421,0
1662736929431,0
1662736929441,0
1662736929451,0
1662736929461,-1
1662736929471,-1
1662736929481,-2
1662736929491,-2
1662736929501,-2
1662736929511,-2
1662736929521,-2
1662736929530,-2
1662736929540,-2
1662736929550,-1
1662736929560,-1
1662736929570,0
1662736929580,0
1662736929590,0
1662736929600,0
1662736929610,1
1662736929620,1
1662736929630,1
1662736929640,1
1662736929650,0
1662736929660,0
1662736929670,0
1662736929680,0
1662736929690,0
1662736929700,0
1662736929710,-1
1662736929720,-1
1662736929730,-3
1662736929740,-3
1662736929750,-3
1662736929760,-3
1662736929770,-3
1662736929779,-4
1662736929789,-4
1662736929799,-3
1662736929809,-3
1662736929819,0
1662736929829,-3
1662736929839,-2
1662736929849,-2
1662736929859,-2
1662736929870,-2
1662736929879,-1
1662736929889,-1
1662736929899,-2
1662736929909,-2
1662736929919,-1
1662736929929,-1
1662736929939,-1
1662736929949,-1
1662736929959,-1
1662736929969,-1
1662736929979,0
1662736929989,0
1662736929999,0
1662736930009,0
1662736930019,0
1662736930029,0
1662736930038,0
1662736930048,0
1662736930058,0
1662736930068,0
1662736930078,0
1662736930088,1
1662736930098,1
1662736930108,0
1662736930118,0
1662736930128,0
1662736930139,0
1662736930148,0
1662736930158,0
1662736930168,0
1662736930180,0
1662736930188,-1
1662736930198,-1
1662736930208,-1
1662736930218,-1
1662736930228,-1
1662736930238,-1
1662736930248,-1
1662736930258,-1
1662736930268,-1
1662736930278,-1
1662736930288,-2
1662736930297,-2
1662736930307,-2
1662736930317,-1
1662736930327,-1
1662736930337,-1
1662736930347,-1
1662736930357,0
1662736930367,0
1662736930377,0
1662736930387,0
1662736930397,0
1662736930407,0
1662736930417,0
1662736930427,0
1662736930437,0
1662736930447,0
1662736930457,0
1662736930467,0
1662736930477,0
1662736930487,0
1662736930497,0
