time,X,Y,Z
1662736923320,-231,25,-69
1662736923321,-231,25,-68
1662736923321,-231,25,-69
1662736923322,-232,25,-68
1662736923322,-230,24,-69
1662736923323,-231,24,-69
1662736923323,-230,23,-70
1662736923324,-230,22,-70
1662736923324,-230,23,-70
1662736923325,-230,24,-70
1662736923325,-231,22,-70
1662736923326,-232,23,-69
1662736923326,-233,23,-70
1662736923327,-231,23,-70
1662736923327,-233,23,-70
1662736923328,-234,23,-70
1662736923328,-233,23,-69
1662736923329,-235,23,-70
1662736923330,-235,24,-71
1662736923330,-236,24,-70
1662736923330,-236,23,-70
1662736923331,-236,24,-69
1662736923331,-234,23,-69
1662736923332,-235,25,-70
1662736923332,-236,25,-69
1662736923333,-236,25,-69
1662736923333,-235,25,-71
1662736923334,-236,25,-70
1662736923334,-235,25,-71
1662736923335,-235,26,-71
1662736923335,-235,24,-70
1662736923336,-234,26,-70
1662736923336,-235,25,-69
1662736923337,-236,27,-70
1662736923337,-236,25,-70
1662736923338,-235,27,-69
1662736923338,-236,27,-69
1662736923339,-236,25,-69
1662736923339,-236,26,-69
1662736923340,-236,25,-69
1662736923340,-237,26,-71
1662736923341,-236,25,-70
1662736923341,-238,28,-69
1662736923342,-238,25,-69
1662736923342,-237,26,-71
1662736923343,-238,26,-70
1662736923343,-238,26,-69
1662736923344,-238,27,-69
1662736923344,-238,26,-68
1662736923345,-239,26,-69
1662736923345,-238,27,-68
1662736923346,-239,26,-68
1662736923346,-239,27,-68
1662736923347,-239,28,-69
1662736923347,-238,27,-68
1662736923348,-239,27,-68
1662736923348,-238,28,-68
1662736923349,-237,26,-68
1662736923349,-238,27,-67
1662736923350,-238,27,-69
1662736923350,-237,26,-68
1662736923351,-237,27,-68
1662736923351,-237,27,-67
1662736923352,-236,28,-68
1662736923352,-236,28,-68
1662736923353,-235,27,-68
1662736923353,-236,27,-68
1662736923354,-236,27,-69
1662736923354,-236,29,-68
1662736923355,-235,28,-69
1662736923355,-237,28,-68
1662736923355,-235,28,-69
1662736923356,-235,26,-69
1662736923356,-236,27,-70
1662736923357,-236,27,-68
1662736923357,-235,27,-69
1662736923358,-235,26,-68
1662736923358,-235,27,-69
1662736923359,-236,28,-69
1662736923359,-236,27,-69
1662736923360,-237,27,-70
1662736923360,-237,26,-69
1662736923361,-236,26,-68
1662736923361,-237,27,-68
1662736923362,-236,27,-69
1662736923362,-236,26,-68
1662736923363,-237,27,-68
1662736923363,-236,26,-68
1662736923364,-237,26,-68
1662736923365,-237,25,-67
1662736923365,-237,25,-68
1662736923365,-237,26,-69
1662736923366,-236,25,-68
1662736923366,-238,25,-68
1662736923367,-236,25,-68
1662736923367,-237,25,-69
1662736923368,-237,25,-69
1662736923368,-236,25,-69
1662736923369,-236,25,-68
1662736923369,-236,26,-69
1662736923370,-237,24,-69
1662736923370,-238,24,-69
1662736923371,-237,23,-69
1662736923371,-237,24,-69
1662736923372,-238,24,-70
1662736923373,-238,24,-69
1662736923373,-238,24,-69
1662736923374,-239,24,-69
1662736923374,-238,24,-70
1662736923375,-238,23,-69
1662736923375,-239,24,-70
1662736923375,-238,23,-69
1662736923376,-238,23,-68
1662736923376,-238,23,-69
1662736923377,-237,24,-69
1662736923377,-238,24,-68
1662736923378,-239,22,-70
1662736923378,-238,24,-69
1662736923379,-237,23,-69
1662736923379,-240,24,-69
1662736923380,-239,24,-69
1662736923380,-240,24,-70
1662736923381,-240,24,-69
1662736923381,-239,24,-70
1662736923382,-239,24,-69
1662736923383,-239,23,-70
1662736923383,-240,23,-70
1662736923383,-240,23,-69
1662736923384,-238,24,-70
1662736923385,-238,24,-68
1662736923385,-239,24,-69
1662736923385,-237,23,-70
1662736923386,-237,23,-69
1662736923386,-239,24,-69
1662736923387,-239,23,-68
1662736923387,-238,23,-69
1662736923388,-237,24,-69
1662736923388,-237,24,-69
1662736923389,-237,24,-69
1662736923389,-237,25,-70
1662736923390,-238,24,-69
1662736923390,-238,25,-69
1662736923391,-237,24,-69
1662736923391,-237,24,-68
1662736923392,-236,24,-67
1662736923392,-237,25,-68
1662736923393,-236,24,-69
1662736923393,-237,24,-68
1662736923394,-237,26,-69
1662736923395,-237,25,-69
1662736923395,-236,25,-68
1662736923395,-235,26,-69
1662736923396,-237,26,-69
1662736923396,-236,26,-69
1662736923397,-236,25,-69
1662736923397,-237,26,-70
1662736923398,-237,26,-69
1662736923398,-236,27,-70
1662736923399,-237,25,-68
1662736923399,-237,25,-68
1662736923400,-237,25,-69
1662736923400,-238,26,-70
1662736923401,-237,25,-70
1662736923401,-236,26,-69
1662736923402,-236,26,-70
1662736923402,-237,26,-69
1662736923403,-237,27,-70
1662736923403,-235,27,-68
1662736923404,-235,26,-68
1662736923405,-235,27,-68
1662736923405,-235,26,-69
1662736923405,-236,26,-69
1662736923406,-236,26,-69
1662736923406,-236,27,-68
1662736923407,-235,26,-68
1662736923407,-234,26,-68
1662736923408,-235,26,-68
1662736923408,-236,27,-69
1662736923409,-235,26,-68
1662736923409,-234,26,-67
1662736923410,-235,27,-66
1662736923410,-234,27,-68
1662736923411,-234,27,-68
1662736923411,-233,27,-68
1662736923412,-234,25,-69
1662736923412,-233,27,-69
1662736923413,-233,25,-68
1662736923413,-234,25,-69
1662736923414,-235,25,-69
1662736923415,-235,26,-69
1662736923415,-235,26,-68
1662736923415,-234,25,-69
1662736923416,-234,26,-68
1662736923416,-234,26,-70
1662736923417,-235,25,-69
1662736923417,-237,26,-69
1662736923418,-236,25,-69
1662736923418,-235,26,-70
1662736923419,-235,24,-70
1662736923419,-235,25,-69
1662736923420,-236,25,-71
1662736923420,-237,25,-70
1662736923421,-235,25,-70
1662736923421,-236,26,-70
1662736923422,-236,24,-70
1662736923422,-237,24,-70
1662736923423,-237,25,-70
1662736923423,-236,25,-70
1662736923424,-237,25,-70
1662736923425,-237,25,-70
1662736923425,-236,24,-70
1662736923425,-238,24,-70
1662736923426,-236,25,-71
1662736923426,-238,25,-70
1662736923427,-236,24,-69
1662736923427,-236,27,-70
1662736923428,-235,25,-70
1662736923428,-237,25,-69
1662736923429,-236,26,-70
1662736923429,-237,25,-70
1662736923430,-237,25,-69
1662736923430,-235,26,-69
1662736923431,-236,25,-68
1662736923431,-236,25,-69
1662736923432,-236,25,-68
1662736923432,-237,25,-67
1662736923433,-235,23,-69
1662736923433,-235,25,-68
1662736923434,-235,25,-68
1662736923435,-234,24,-69
1662736923435,-235,24,-68
1662736923435,-235,26,-68
1662736923436,-234,24,-67
1662736923436,-235,24,-66
1662736923437,-234,24,-67
1662736923437,-234,24,-68
1662736923438,-235,25,-68
1662736923438,-235,25,-68
1662736923439,-234,24,-68
1662736923439,-233,26,-69
1662736923440,-233,25,-67
1662736923440,-234,25,-68
1662736923441,-234,25,-68
1662736923441,-233,25,-69
1662736923442,-234,25,-69
1662736923442,-234,25,-68
1662736923443,-234,26,-68
1662736923443,-234,25,-68
1662736923444,-234,25,-69
1662736923444,-234,25,-70
1662736923445,-232,25,-70
1662736923445,-235,27,-70
1662736923446,-235,26,-69
1662736923446,-233,26,-70
1662736923447,-234,25,-70
1662736923447,-233,25,-70
1662736923448,-233,26,-69
1662736923448,-234,25,-69
1662736923449,-233,25,-71
1662736923449,-234,26,-71
1662736923450,-235,25,-70
1662736923450,-234,25,-71
1662736923451,-234,25,-71
1662736923451,-234,25,-70
1662736923452,-234,25,-71
1662736923452,-234,26,-71
1662736923453,-233,25,-71
1662736923453,-234,25,-71
1662736923454,-233,26,-72
1662736923454,-234,25,-72
1662736923455,-234,26,-72
1662736923455,-235,26,-71
1662736923456,-236,25,-71
1662736923456,-235,25,-71
1662736923457,-234,26,-71
1662736923457,-235,25,-71
1662736923458,-235,26,-71
1662736923458,-234,25,-71
1662736923459,-235,25,-72
1662736923459,-235,25,-72
1662736923460,-234,26,-72
1662736923460,-234,26,-72
1662736923461,-235,27,-73
1662736923461,-236,26,-73
1662736923462,-234,26,-72
1662736923462,-236,25,-72
1662736923463,-235,25,-72
1662736923463,-235,25,-71
1662736923464,-235,25,-73
1662736923464,-235,26,-71
1662736923465,-235,25,-72
1662736923465,-235,25,-72
1662736923466,-234,25,-72
1662736923466,-235,25,-73
1662736923467,-234,26,-73
1662736923467,-235,26,-71
1662736923468,-235,25,-71
1662736923468,-234,25,-72
1662736923469,-235,24,-72
1662736923469,-234,25,-71
1662736923470,-234,25,-71
1662736923470,-235,25,-70
1662736923471,-235,24,-71
1662736923471,-235,23,-72
1662736923472,-234,24,-71
1662736923472,-234,25,-71
1662736923473,-234,25,-71
1662736923473,-235,24,-71
1662736923474,-234,23,-71
1662736923474,-235,24,-70
1662736923475,-235,24,-71
1662736923475,-235,23,-72
1662736923476,-233,24,-72
1662736923476,-234,24,-71
1662736923477,-235,24,-72
1662736923477,-235,24,-71
1662736923478,-234,25,-72
1662736923478,-235,25,-71
1662736923479,-235,24,-70
1662736923479,-235,25,-71
1662736923480,-235,24,-70
1662736923480,-235,24,-71
1662736923481,-234,24,-71
1662736923481,-234,24,-72
1662736923482,-235,23,-71
1662736923482,-235,26,-71
1662736923483,-235,24,-72
1662736923483,-235,24,-71
1662736923484,-236,23,-71
1662736923484,-235,24,-71
1662736923485,-236,24,-72
1662736923485,-236,23,-72
1662736923485,-234,24,-72
1662736923486,-236,24,-71
1662736923487,-236,24,-71
1662736923487,-238,22,-72
1662736923487,-238,23,-71
1662736923488,-237,24,-72
1662736923488,-236,23,-72
1662736923489,-236,24,-71
1662736923489,-236,23,-70
1662736923490,-235,24,-71
1662736923490,-236,24,-70
1662736923491,-236,24,-71
1662736923491,-235,24,-70
1662736923492,-235,25,-70
1662736923492,-237,25,-71
1662736923493,-236,24,-71
1662736923493,-236,25,-71
1662736923494,-236,26,-71
1662736923494,-236,24,-70
1662736923495,-235,24,-71
1662736923495,-236,24,-71
1662736923496,-237,24,-70
1662736923496,-236,24,-70
1662736923497,-236,25,-70
1662736923497,-236,24,-71
1662736923498,-235,23,-70
1662736923498,-235,24,-70
1662736923499,-237,24,-70
1662736923499,-235,23,-70
1662736923500,-235,24,-71
1662736923500,-236,23,-70
1662736923501,-235,23,-70
1662736923501,-234,23,-70
1662736923502,-234,23,-70
1662736923502,-233,24,-71
1662736923503,-236,24,-70
1662736923503,-234,24,-70
1662736923504,-233,25,-70
1662736923504,-234,24,-69
1662736923505,-233,24,-70
1662736923505,-233,23,-68
1662736923506,-234,24,-69
1662736923506,-233,24,-69
1662736923507,-233,24,-68
1662736923507,-233,25,-69
1662736923508,-233,25,-70
1662736923508,-232,23,-69
1662736923509,-233,23,-69
1662736923509,-235,24,-70
1662736923510,-233,25,-70
1662736923510,-233,25,-70
1662736923511,-233,25,-70
1662736923511,-233,24,-69
1662736923512,-232,25,-69
1662736923512,-234,26,-70
1662736923513,-235,26,-69
1662736923513,-234,26,-69
1662736923514,-232,25,-70
1662736923514,-234,24,-70
1662736923515,-235,25,-70
1662736923515,-233,25,-71
1662736923516,-234,25,-70
1662736923516,-234,24,-70
1662736923517,-234,24,-70
1662736923517,-234,23,-69
1662736923518,-233,26,-69
1662736923518,-233,25,-69
1662736923519,-233,25,-69
1662736923519,-232,26,-69
1662736923520,-232,26,-69
1662736923520,-233,24,-70
1662736923521,-233,26,-70
1662736923521,-234,26,-71
1662736923522,-233,25,-69
1662736923522,-234,25,-69
1662736923523,-233,24,-70
1662736923523,-233,26,-70
1662736923524,-233,26,-70
1662736923524,-232,25,-69
1662736923525,-233,26,-70
1662736923525,-233,26,-71
1662736923526,-233,25,-70
1662736923526,-234,27,-70
1662736923527,-233,26,-70
1662736923527,-234,27,-71
1662736923528,-234,26,-71
1662736923528,-235,26,-70
1662736923529,-233,25,-70
1662736923529,-234,26,-71
1662736923530,-235,26,-69
1662736923530,-237,26,-71
1662736923531,-236,25,-71
1662736923531,-234,26,-70
1662736923532,-235,26,-70
1662736923532,-235,26,-70
1662736923533,-234,25,-70
1662736923533,-233,25,-70
1662736923535,-234,27,-70
1662736923535,-234,27,-70
1662736923535,-234,27,-69
1662736923535,-235,26,-70
1662736923536,-233,25,-70
1662736923536,-235,27,-68
1662736923537,-235,27,-68
1662736923537,-236,27,-68
1662736923538,-235,27,-69
1662736923538,-234,28,-70
1662736923539,-236,27,-69
1662736923539,-236,26,-68
1662736923540,-236,26,-70
1662736923540,-236,27,-69
1662736923541,-236,26,-69
1662736923541,-236,27,-69
1662736923542,-236,25,-69
1662736923542,-235,27,-68
1662736923543,-235,26,-68
1662736923543,-236,27,-68
1662736923544,-237,27,-69
1662736923544,-236,27,-69
1662736923545,-236,27,-69
1662736923545,-238,26,-69
1662736923546,-236,28,-68
1662736923546,-236,26,-68
1662736923547,-236,27,-68
1662736923547,-237,29,-68
1662736923548,-236,27,-69
1662736923548,-236,27,-69
1662736923549,-234,26,-68
1662736923549,-236,27,-69
1662736923550,-235,28,-68
1662736923550,-235,27,-69
1662736923551,-237,27,-69
1662736923551,-235,26,-68
1662736923552,-235,28,-69
1662736923552,-236,27,-67
1662736923553,-236,26,-68
1662736923553,-236,26,-69
1662736923554,-236,27,-69
1662736923554,-235,27,-69
1662736923555,-236,26,-68
1662736923555,-236,28,-69
1662736923556,-235,27,-69
1662736923556,-235,27,-69
1662736923557,-237,27,-69
1662736923557,-236,27,-68
1662736923558,-235,26,-69
1662736923558,-235,26,-69
1662736923559,-236,26,-69
1662736923559,-235,27,-71
1662736923560,-236,27,-70
1662736923560,-236,26,-70
1662736923561,-236,26,-70
1662736923561,-235,27,-70
1662736923562,-235,27,-70
1662736923562,-235,26,-71
1662736923563,-235,26,-70
1662736923563,-236,26,-70
1662736923564,-234,26,-70
1662736923564,-235,26,-70
1662736923565,-235,26,-71
1662736923565,-234,25,-71
1662736923566,-236,25,-70
1662736923566,-235,26,-71
1662736923567,-235,26,-71
1662736923567,-235,26,-71
1662736923568,-236,25,-70
1662736923568,-235,25,-70
1662736923569,-236,24,-70
1662736923569,-235,24,-70
1662736923570,-235,25,-71
1662736923570,-237,25,-71
1662736923571,-235,25,-70
1662736923571,-236,25,-71
1662736923572,-234,25,-71
1662736923572,-234,25,-71
1662736923573,-236,25,-71
1662736923573,-234,25,-70
1662736923574,-234,27,-72
1662736923574,-235,26,-71
1662736923575,-234,25,-71
1662736923575,-234,25,-71
1662736923576,-234,26,-71
1662736923576,-235,25,-71
1662736923577,-233,25,-71
1662736923577,-235,25,-70
1662736923578,-234,25,-71
1662736923578,-234,25,-69
1662736923579,-234,26,-70
1662736923579,-233,24,-68
1662736923580,-235,25,-70
1662736923580,-235,25,-70
1662736923581,-235,25,-70
1662736923581,-235,24,-71
1662736923582,-234,26,-71
1662736923582,-235,25,-71
1662736923583,-234,26,-71
1662736923583,-234,26,-71
1662736923584,-234,25,-71
1662736923584,-234,25,-70
1662736923585,-235,26,-70
1662736923585,-234,26,-70
1662736923586,-233,25,-70
1662736923586,-234,26,-71
1662736923587,-233,26,-69
1662736923587,-233,27,-70
1662736923588,-235,26,-70
1662736923588,-235,26,-71
1662736923589,-235,27,-71
1662736923589,-234,27,-70
1662736923590,-236,28,-70
1662736923590,-235,27,-70
1662736923591,-236,26,-70
1662736923591,-236,27,-70
1662736923592,-236,29,-70
1662736923592,-235,27,-71
1662736923593,-236,27,-71
1662736923593,-235,28,-69
1662736923594,-236,26,-69
1662736923594,-235,28,-71
1662736923595,-235,27,-70
1662736923595,-234,28,-70
1662736923596,-234,27,-71
1662736923596,-236,28,-71
1662736923597,-235,27,-71
1662736923597,-236,28,-71
1662736923598,-235,28,-72
1662736923598,-235,27,-73
1662736923599,-233,28,-72
1662736923599,-235,28,-71
1662736923600,-235,28,-71
1662736923600,-235,29,-71
1662736923601,-234,29,-72
1662736923601,-236,28,-71
1662736923602,-234,28,-71
1662736923602,-234,29,-70
1662736923603,-234,28,-71
1662736923603,-235,28,-72
1662736923604,-234,27,-71
1662736923604,-235,28,-72
1662736923605,-234,28,-71
1662736923605,-236,28,-72
1662736923606,-237,28,-72
1662736923606,-237,27,-71
1662736923607,-236,27,-71
1662736923607,-236,27,-73
1662736923608,-236,28,-72
1662736923608,-235,28,-71
1662736923609,-236,27,-71
1662736923609,-236,27,-71
1662736923610,-237,28,-71
1662736923610,-237,27,-71
1662736923611,-238,29,-70
1662736923611,-238,26,-70
1662736923612,-238,27,-69
1662736923612,-236,27,-69
1662736923613,-239,27,-71
1662736923613,-239,27,-71
1662736923614,-238,26,-70
1662736923614,-237,27,-69
1662736923615,-238,26,-69
1662736923615,-237,27,-69
1662736923616,-238,27,-69
1662736923616,-239,27,-67
1662736923617,-238,27,-68
1662736923617,-237,26,-68
1662736923618,-238,27,-68
1662736923618,-239,26,-69
1662736923619,-239,26,-68
1662736923619,-238,25,-68
1662736923620,-237,25,-68
1662736923620,-238,25,-68
1662736923620,-237,24,-67
1662736923621,-237,25,-68
1662736923621,-237,24,-68
1662736923622,-236,25,-67
1662736923622,-236,25,-69
1662736923623,-235,24,-68
1662736923624,-235,24,-68
1662736923624,-236,23,-68
1662736923624,-237,24,-68
1662736923625,-236,24,-68
1662736923626,-237,23,-70
1662736923626,-236,23,-69
1662736923626,-235,23,-70
1662736923627,-236,23,-69
1662736923628,-235,23,-69
1662736923628,-236,22,-69
1662736923628,-236,22,-71
1662736923629,-236,23,-70
1662736923629,-236,22,-69
1662736923630,-236,21,-71
1662736923630,-236,21,-70
1662736923631,-236,21,-70
1662736923631,-235,21,-71
1662736923632,-236,19,-70
1662736923632,-236,20,-70
1662736923633,-236,22,-71
1662736923634,-236,21,-72
1662736923634,-236,20,-71
1662736923634,-235,21,-71
1662736923635,-236,21,-72
1662736923635,-236,22,-72
1662736923636,-234,22,-71
1662736923636,-234,22,-71
1662736923637,-235,21,-70
1662736923637,-235,22,-71
1662736923638,-234,21,-71
1662736923638,-234,21,-72
1662736923639,-235,21,-71
1662736923639,-235,20,-71
1662736923640,-235,22,-70
1662736923640,-234,22,-71
1662736923641,-233,23,-71
1662736923641,-234,23,-71
1662736923642,-234,22,-70
1662736923642,-234,22,-69
1662736923643,-234,23,-70
1662736923644,-234,22,-69
1662736923644,-234,23,-69
1662736923644,-235,24,-70
1662736923645,-234,24,-69
1662736923645,-234,24,-69
1662736923646,-234,23,-69
1662736923646,-234,23,-69
1662736923647,-236,23,-67
1662736923647,-234,24,-67
1662736923648,-234,24,-69
1662736923648,-235,23,-68
1662736923649,-234,24,-68
1662736923649,-234,25,-68
1662736923650,-233,24,-67
1662736923650,-234,25,-66
1662736923651,-234,25,-68
1662736923651,-233,24,-68
1662736923652,-235,26,-67
1662736923652,-233,25,-67
1662736923653,-234,26,-67
1662736923654,-235,26,-67
1662736923654,-233,27,-68
1662736923654,-234,27,-68
1662736923655,-234,27,-69
1662736923655,-235,25,-69
1662736923656,-236,27,-70
1662736923656,-236,25,-71
1662736923657,-234,26,-68
1662736923657,-235,27,-69
1662736923658,-234,27,-70
1662736923658,-235,26,-70
1662736923659,-235,28,-70
1662736923659,-235,27,-70
1662736923660,-235,29,-72
1662736923660,-235,28,-71
1662736923661,-236,28,-71
1662736923661,-235,29,-70
1662736923662,-236,28,-71
1662736923662,-236,28,-70
1662736923663,-237,27,-71
1662736923664,-235,27,-71
1662736923664,-236,28,-71
1662736923664,-235,29,-70
1662736923665,-234,28,-71
1662736923665,-235,28,-72
1662736923666,-235,29,-72
1662736923666,-235,28,-72
1662736923667,-236,29,-72
1662736923667,-235,28,-71
1662736923668,-234,29,-71
1662736923668,-235,29,-71
1662736923669,-235,27,-72
1662736923669,-234,28,-71
1662736923670,-234,27,-71
1662736923670,-236,27,-70
1662736923671,-235,28,-72
1662736923671,-235,28,-72
1662736923672,-235,28,-71
1662736923672,-235,28,-72
1662736923673,-235,26,-72
1662736923674,-236,27,-71
1662736923674,-236,27,-71
1662736923674,-236,26,-71
1662736923675,-236,27,-71
1662736923675,-236,27,-71
1662736923676,-238,26,-71
1662736923676,-236,26,-71
1662736923677,-238,26,-71
1662736923677,-239,27,-70
1662736923678,-237,25,-71
1662736923678,-238,27,-71
1662736923679,-239,27,-70
1662736923679,-238,27,-70
1662736923680,-239,25,-70
1662736923680,-238,25,-70
1662736923681,-237,26,-70
1662736923681,-239,26,-69
1662736923682,-239,26,-70
1662736923682,-240,25,-69
1662736923683,-240,26,-69
1662736923684,-240,26,-70
1662736923684,-240,26,-69
1662736923684,-239,26,-68
1662736923685,-238,26,-68
1662736923685,-238,26,-69
1662736923686,-240,26,-69
1662736923686,-238,26,-69
1662736923687,-239,26,-68
1662736923687,-239,26,-68
1662736923688,-239,26,-68
1662736923688,-238,25,-69
1662736923689,-239,25,-69
1662736923689,-238,26,-69
1662736923690,-238,25,-68
1662736923690,-237,26,-69
1662736923691,-237,24,-69
1662736923691,-237,25,-68
1662736923692,-238,25,-68
1662736923692,-238,24,-69
1662736923693,-238,24,-69
1662736923694,-237,24,-69
1662736923694,-236,24,-69
1662736923694,-236,24,-69
1662736923695,-235,24,-69
1662736923695,-237,23,-69
1662736923696,-237,24,-69
1662736923696,-236,24,-69
1662736923697,-235,23,-70
1662736923697,-236,22,-69
1662736923698,-236,22,-70
1662736923698,-236,24,-69
1662736923699,-235,23,-70
1662736923699,-236,23,-71
1662736923700,-235,23,-70
1662736923700,-237,22,-70
1662736923701,-235,23,-70
1662736923701,-235,23,-71
1662736923702,-235,23,-71
1662736923702,-237,23,-71
1662736923703,-235,23,-71
1662736923703,-235,22,-72
1662736923704,-236,21,-72
1662736923704,-235,22,-71
1662736923705,-235,21,-72
1662736923705,-236,23,-72
1662736923706,-235,22,-72
1662736923706,-235,22,-72
1662736923707,-235,22,-73
1662736923707,-236,22,-72
1662736923708,-235,23,-71
1662736923708,-234,23,-73
1662736923709,-234,22,-73
1662736923709,-233,22,-71
1662736923710,-234,22,-71
1662736923710,-233,22,-71
1662736923711,-233,23,-72
1662736923711,-233,23,-72
1662736923712,-234,24,-71
1662736923712,-235,24,-72
1662736923713,-232,23,-72
1662736923713,-234,24,-71
1662736923714,-232,24,-71
1662736923714,-234,23,-70
1662736923715,-232,24,-70
1662736923715,-233,22,-71
1662736923716,-233,24,-71
1662736923716,-234,24,-70
1662736923717,-233,24,-71
1662736923717,-233,24,-70
1662736923718,-232,25,-70
1662736923718,-232,24,-71
1662736923719,-233,25,-71
1662736923719,-233,26,-69
1662736923720,-232,25,-69
1662736923720,-234,24,-70
1662736923721,-232,26,-70
1662736923721,-233,25,-71
1662736923722,-232,25,-70
1662736923722,-232,26,-70
1662736923723,-233,26,-70
1662736923723,-232,27,-70
1662736923724,-233,26,-70
1662736923724,-232,25,-71
1662736923725,-231,27,-69
1662736923725,-231,26,-69
1662736923726,-233,26,-69
1662736923726,-232,26,-70
1662736923727,-232,26,-69
1662736923728,-231,27,-68
1662736923728,-233,27,-68
1662736923728,-234,28,-69
1662736923729,-232,27,-69
1662736923729,-231,29,-67
1662736923730,-231,27,-67
1662736923730,-232,27,-69
1662736923731,-232,29,-67
1662736923731,-232,28,-68
1662736923732,-231,28,-67
1662736923732,-231,28,-68
1662736923733,-232,28,-67
1662736923733,-230,29,-67
1662736923734,-231,27,-68
1662736923734,-232,28,-68
1662736923735,-231,28,-67
1662736923735,-233,27,-68
1662736923736,-231,28,-69
1662736923736,-232,28,-69
1662736923737,-232,28,-69
1662736923737,-231,28,-69
1662736923738,-231,28,-69
1662736923740,-232,27,-69
1662736923740,-233,27,-70
1662736923740,-232,26,-69
1662736923740,-233,27,-69
1662736923740,-232,26,-70
1662736923741,-233,26,-70
1662736923741,-233,26,-70
1662736923742,-233,26,-70
1662736923742,-233,26,-69
1662736923743,-234,26,-70
1662736923743,-234,25,-71
1662736923744,-235,24,-71
1662736923744,-234,23,-69
1662736923745,-235,24,-71
1662736923745,-234,25,-71
1662736923746,-235,23,-70
1662736923746,-236,23,-70
1662736923747,-237,23,-71
1662736923747,-236,23,-72
1662736923747,-236,23,-70
1662736923748,-235,23,-71
1662736923749,-236,23,-70
1662736923749,-236,23,-70
1662736923749,-236,23,-71
1662736923750,-236,23,-72
1662736923751,-236,23,-71
1662736923751,-235,22,-71
1662736923751,-237,23,-71
1662736923752,-236,23,-70
1662736923752,-235,24,-70
1662736923753,-236,23,-70
1662736923753,-235,23,-69
1662736923754,-235,23,-70
1662736923754,-237,24,-70
1662736923755,-236,24,-69
1662736923755,-235,23,-70
1662736923756,-236,23,-72
1662736923756,-235,24,-70
1662736923757,-235,24,-69
1662736923757,-235,23,-70
1662736923758,-236,24,-70
1662736923758,-236,23,-70
1662736923759,-235,25,-70
1662736923759,-235,24,-70
1662736923760,-234,25,-71
1662736923760,-234,24,-71
1662736923761,-235,25,-70
1662736923761,-234,25,-70
1662736923762,-234,24,-71
1662736923762,-233,25,-72
1662736923763,-233,25,-71
1662736923763,-234,23,-72
1662736923764,-235,23,-72
1662736923764,-233,24,-70
1662736923765,-234,23,-71
1662736923765,-233,24,-70
1662736923766,-234,24,-72
1662736923766,-233,25,-72
1662736923767,-234,25,-70
1662736923767,-233,25,-71
1662736923768,-233,24,-71
1662736923768,-233,25,-72
1662736923769,-233,26,-72
1662736923769,-233,25,-71
1662736923770,-234,25,-71
1662736923771,-233,25,-71
1662736923771,-233,25,-72
1662736923771,-235,24,-71
1662736923772,-232,25,-69
1662736923772,-233,24,-70
1662736923773,-233,26,-70
1662736923773,-233,25,-71
1662736923774,-234,25,-70
1662736923774,-235,25,-70
1662736923775,-232,25,-70
1662736923775,-235,25,-69
1662736923776,-234,26,-70
1662736923776,-233,27,-70
1662736923777,-233,26,-69
1662736923777,-234,25,-68
1662736923778,-234,26,-69
1662736923778,-233,26,-69
1662736923779,-233,27,-69
1662736923779,-234,26,-68
1662736923780,-235,28,-68
1662736923780,-234,27,-68
1662736923781,-234,28,-69
1662736923781,-235,28,-67
1662736923782,-234,28,-67
1662736923782,-235,27,-67
1662736923783,-233,27,-67
1662736923783,-235,28,-68
1662736923784,-233,29,-68
1662736923784,-235,29,-67
1662736923785,-234,27,-68
1662736923785,-234,27,-67
1662736923786,-234,27,-67
1662736923786,-235,26,-68
1662736923787,-234,27,-68
1662736923788,-232,26,-68
1662736923788,-233,26,-67
1662736923788,-234,25,-68
1662736923789,-233,27,-68
1662736923789,-234,26,-67
1662736923790,-232,26,-68
1662736923790,-235,26,-68
1662736923791,-233,26,-69
1662736923791,-233,25,-70
1662736923792,-234,26,-69
1662736923792,-234,25,-69
1662736923793,-233,25,-70
1662736923793,-234,26,-70
1662736923794,-234,26,-70
1662736923794,-233,25,-70
1662736923795,-234,24,-70
1662736923797,-234,25,-69
1662736923797,-232,25,-69
1662736923797,-234,25,-71
1662736923797,-233,24,-70
1662736923797,-234,24,-70
1662736923798,-232,23,-70
1662736923798,-233,23,-71
1662736923799,-233,24,-71
1662736923799,-234,24,-71
1662736923800,-234,23,-71
1662736923800,-233,24,-70
1662736923801,-234,23,-72
1662736923801,-233,24,-70
1662736923802,-233,23,-72
1662736923802,-233,23,-71
1662736923803,-234,22,-71
1662736923803,-233,23,-71
1662736923804,-233,21,-72
1662736923804,-235,22,-72
1662736923805,-235,21,-71
1662736923805,-236,23,-72
1662736923806,-234,23,-71
1662736923806,-234,22,-71
1662736923807,-234,22,-71
1662736923807,-235,22,-72
1662736923808,-234,22,-72
1662736923808,-235,23,-72
1662736923809,-236,22,-72
1662736923809,-235,23,-71
1662736923810,-235,23,-71
1662736923810,-235,23,-72
1662736923811,-236,22,-71
1662736923811,-236,22,-73
1662736923812,-235,23,-72
1662736923812,-236,24,-71
1662736923813,-235,22,-72
1662736923813,-236,23,-72
1662736923814,-235,24,-71
1662736923814,-236,24,-71
1662736923815,-236,23,-71
1662736923815,-235,24,-71
1662736923816,-235,23,-70
1662736923816,-234,25,-70
1662736923817,-235,23,-70
1662736923817,-234,25,-70
