time,X,Y,Z
1662736929492,-234,24,-69
1662736929492,-235,23,-68
1662736929493,-235,24,-70
1662736929493,-236,24,-69
1662736929494,-236,25,-69
1662736929494,-236,24,-69
1662736929495,-237,25,-69
1662736929495,-236,25,-69
1662736929496,-237,24,-69
1662736929496,-239,24,-69
1662736929497,-237,25,-68
1662736929497,-237,25,-69
1662736929498,-236,24,-68
1662736929498,-238,25,-68
1662736929499,-238,25,-67
1662736929499,-238,24,-67
1662736929500,-239,25,-68
1662736929500,-238,25,-69
1662736929501,-237,26,-68
1662736929501,-239,25,-67
1662736929502,-237,25,-66
1662736929502,-238,24,-67
1662736929503,-237,25,-66
1662736929503,-240,24,-67
1662736929504,-238,24,-66
1662736929504,-237,24,-67
1662736929505,-237,25,-68
1662736929505,-238,24,-67
1662736929506,-237,24,-68
1662736929506,-237,24,-68
1662736929507,-238,25,-66
1662736929507,-237,23,-66
1662736929508,-237,24,-67
1662736929508,-236,24,-66
1662736929509,-236,24,-67
1662736929509,-236,23,-67
1662736929510,-237,24,-67
1662736929510,-235,24,-66
1662736929511,-235,25,-66
1662736929511,-235,24,-67
1662736929512,-233,24,-67
1662736929512,-234,24,-65
1662736929513,-232,24,-65
1662736929513,-232,23,-65
1662736929514,-233,22,-66
1662736929514,-233,23,-66
1662736929515,-232,23,-64
1662736929515,-232,22,-65
1662736929516,-232,23,-65
1662736929516,-232,22,-65
1662736929517,-230,22,-66
1662736929517,-231,23,-65
1662736929518,-230,21,-65
1662736929518,-231,23,-65
1662736929519,-230,21,-66
1662736929519,-230,20,-66
1662736929520,-230,21,-66
1662736929520,-229,19,-66
1662736929521,-229,20,-66
1662736929521,-229,20,-67
1662736929522,-229,20,-66
1662736929522,-228,20,-65
1662736929523,-230,20,-65
1662736929523,-229,20,-66
1662736929523,-227,18,-67
1662736929524,-229,18,-67
1662736929524,-230,19,-67
1662736929525,-229,19,-67
1662736929525,-229,19,-68
1662736929526,-230,19,-70
1662736929526,-230,19,-69
1662736929527,-229,18,-70
1662736929527,-229,19,-70
1662736929528,-232,19,-69
1662736929528,-232,18,-69
1662736929529,-232,17,-70
1662736929529,-232,18,-70
1662736929530,-231,19,-70
1662736929530,-233,20,-69
1662736929531,-233,19,-70
1662736929531,-232,18,-72
1662736929532,-232,19,-71
1662736929532,-232,17,-71
1662736929533,-233,19,-70
1662736929533,-233,19,-72
1662736929534,-234,19,-72
1662736929534,-234,19,-73
1662736929535,-236,18,-72
1662736929535,-236,17,-71
1662736929536,-236,19,-72
1662736929537,-237,19,-75
1662736929537,-236,19,-74
1662736929537,-236,18,-73
1662736929538,-236,19,-73
1662736929538,-238,19,-74
1662736929539,-239,19,-74
1662736929539,-236,20,-73
1662736929540,-235,20,-73
1662736929540,-239,20,-74
1662736929541,-239,20,-75
1662736929541,-238,20,-73
1662736929542,-238,19,-73
1662736929542,-238,20,-74
1662736929543,-238,19,-73
1662736929543,-238,21,-74
1662736929544,-239,19,-74
1662736929544,-238,20,-73
1662736929545,-239,21,-73
1662736929545,-239,20,-74
1662736929546,-238,20,-74
1662736929546,-239,20,-74
1662736929547,-239,20,-73
1662736929547,-238,21,-73
1662736929548,-237,20,-74
1662736929548,-238,20,-73
1662736929549,-239,21,-72
1662736929549,-239,21,-72
1662736929550,-240,21,-72
1662736929550,-239,22,-73
1662736929551,-239,21,-73
1662736929551,-239,22,-72
1662736929552,-238,21,-73
1662736929552,-239,21,-73
1662736929553,-238,22,-73
1662736929553,-239,22,-72
1662736929554,-240,22,-72
1662736929554,-239,21,-74
1662736929555,-240,23,-73
1662736929555,-240,22,-71
1662736929556,-243,22,-72
1662736929556,-241,22,-71
1662736929557,-242,22,-71
1662736929557,-243,23,-70
1662736929558,-243,24,-70
1662736929558,-242,23,-70
1662736929559,-244,23,-68
1662736929559,-243,23,-70
1662736929560,-243,23,-70
1662736929560,-245,24,-68
1662736929561,-245,25,-69
1662736929561,-244,24,-69
1662736929562,-243,24,-69
1662736929562,-243,25,-69
1662736929563,-244,25,-68
1662736929563,-244,25,-67
1662736929564,-244,25,-67
1662736929564,-244,25,-67
1662736929565,-245,23,-66
1662736929565,-244,25,-66
1662736929566,-244,24,-68
1662736929566,-244,23,-67
1662736929567,-243,23,-67
1662736929567,-245,23,-66
1662736929568,-243,24,-67
1662736929568,-245,24,-67
1662736929569,-246,23,-66
1662736929569,-243,24,-66
1662736929570,-245,23,-65
1662736929570,-243,23,-66
1662736929571,-244,23,-68
1662736929571,-243,24,-64
1662736929572,-244,22,-65
1662736929572,-242,25,-65
1662736929573,-243,24,-64
1662736929573,-243,23,-65
1662736929574,-242,22,-63
1662736929574,-241,22,-64
1662736929575,-241,23,-62
1662736929575,-243,23,-64
1662736929576,-242,21,-64
1662736929576,-241,23,-64
1662736929577,-242,22,-63
1662736929577,-241,20,-64
1662736929578,-242,20,-65
1662736929578,-241,21,-65
1662736929579,-242,21,-64
1662736929579,-241,19,-64
1662736929580,-242,19,-65
1662736929580,-241,20,-65
1662736929581,-240,18,-66
1662736929581,-239,19,-68
1662736929582,-240,17,-67
1662736929582,-239,18,-68
1662736929583,-241,17,-67
1662736929583,-240,16,-66
1662736929584,-238,16,-67
1662736929584,-240,15,-67
1662736929585,-238,16,-68
1662736929585,-240,16,-67
1662736929586,-238,16,-66
1662736929586,-238,16,-66
1662736929587,-237,16,-68
1662736929587,-238,15,-67
1662736929588,-238,15,-67
1662736929588,-236,15,-66
1662736929589,-236,15,-68
1662736929589,-235,14,-66
1662736929590,-235,14,-68
1662736929590,-236,14,-67
1662736929591,-235,14,-66
1662736929591,-237,14,-68
1662736929592,-236,15,-68
1662736929592,-235,15,-67
1662736929593,-234,15,-68
1662736929593,-235,14,-67
1662736929594,-234,16,-69
1662736929594,-234,15,-68
1662736929595,-233,14,-67
1662736929595,-234,14,-69
1662736929596,-234,14,-69
1662736929596,-234,12,-69
1662736929597,-234,14,-69
1662736929597,-233,14,-68
1662736929598,-232,13,-69
1662736929598,-234,14,-68
1662736929599,-234,14,-69
1662736929599,-233,14,-69
1662736929600,-233,14,-69
1662736929600,-234,15,-70
1662736929601,-234,14,-70
1662736929601,-234,15,-68
1662736929602,-234,14,-69
1662736929602,-233,14,-70
1662736929603,-234,14,-68
1662736929603,-233,14,-69
1662736929604,-235,16,-70
1662736929604,-234,15,-69
1662736929605,-234,16,-70
1662736929605,-235,15,-69
1662736929606,-235,17,-69
1662736929606,-234,16,-68
1662736929607,-233,17,-69
1662736929607,-234,17,-69
1662736929608,-235,17,-70
1662736929608,-233,16,-69
1662736929609,-234,16,-69
1662736929609,-235,18,-69
1662736929610,-236,17,-69
1662736929610,-236,19,-70
1662736929611,-237,19,-70
1662736929611,-236,19,-69
1662736929612,-236,18,-69
1662736929612,-235,18,-70
1662736929613,-236,18,-71
1662736929613,-236,18,-71
1662736929614,-236,20,-70
1662736929614,-236,19,-69
1662736929615,-236,20,-70
1662736929615,-238,21,-70
1662736929616,-237,21,-70
1662736929616,-238,22,-70
1662736929617,-237,21,-69
1662736929617,-236,21,-70
1662736929618,-237,22,-70
1662736929618,-236,21,-71
1662736929619,-238,22,-72
1662736929619,-237,21,-70
1662736929620,-237,22,-70
1662736929620,-238,22,-70
1662736929621,-237,22,-71
1662736929621,-239,23,-70
1662736929622,-239,23,-70
1662736929622,-239,22,-71
1662736929623,-239,23,-71
1662736929623,-239,23,-71
1662736929624,-238,24,-69
1662736929624,-238,23,-70
1662736929625,-238,22,-71
1662736929625,-239,23,-71
1662736929626,-239,23,-70
1662736929626,-238,23,-70
1662736929627,-239,24,-71
1662736929627,-239,24,-71
1662736929628,-240,24,-70
1662736929628,-239,24,-70
1662736929629,-238,25,-69
1662736929629,-239,25,-71
1662736929630,-239,24,-70
1662736929630,-239,25,-71
1662736929631,-237,26,-71
1662736929631,-239,25,-71
1662736929632,-240,25,-70
1662736929632,-240,24,-71
1662736929633,-241,25,-71
1662736929633,-239,25,-70
1662736929634,-239,25,-70
1662736929634,-239,24,-71
1662736929635,-240,25,-71
1662736929635,-241,25,-70
1662736929636,-240,25,-71
1662736929636,-239,25,-71
1662736929637,-239,26,-71
1662736929637,-240,24,-71
1662736929638,-239,25,-72
1662736929638,-238,23,-72
1662736929639,-240,24,-71
1662736929639,-239,24,-72
1662736929640,-240,25,-72
1662736929640,-239,25,-72
1662736929641,-238,25,-72
1662736929641,-239,25,-72
1662736929642,-240,25,-70
1662736929642,-240,24,-71
1662736929643,-240,24,-71
1662736929643,-239,25,-71
1662736929644,-239,23,-73
1662736929644,-240,23,-72
1662736929645,-240,23,-72
1662736929645,-239,24,-71
1662736929646,-239,25,-73
1662736929646,-239,23,-72
1662736929647,-240,24,-72
1662736929647,-238,25,-71
1662736929647,-240,24,-71
1662736929648,-240,24,-71
1662736929648,-240,24,-69
1662736929649,-239,24,-70
1662736929649,-240,23,-71
1662736929650,-241,23,-70
1662736929651,-240,23,-70
1662736929651,-239,24,-70
1662736929651,-239,23,-69
1662736929652,-239,23,-71
1662736929652,-238,22,-71
1662736929653,-238,24,-70
1662736929653,-239,23,-69
1662736929654,-239,24,-69
1662736929654,-239,22,-69
1662736929655,-239,22,-70
1662736929655,-239,22,-69
1662736929656,-237,21,-68
1662736929656,-238,21,-69
1662736929657,-239,21,-70
1662736929657,-238,19,-69
1662736929658,-236,20,-68
1662736929658,-236,20,-68
1662736929659,-236,21,-68
1662736929659,-237,20,-69
1662736929660,-237,21,-69
1662736929661,-237,19,-68
1662736929661,-237,20,-69
1662736929661,-237,20,-68
1662736929662,-237,19,-69
1662736929662,-237,20,-68
1662736929663,-237,20,-69
1662736929663,-237,20,-69
1662736929664,-236,19,-68
1662736929664,-236,19,-68
1662736929665,-237,18,-68
1662736929665,-236,18,-69
1662736929666,-238,17,-67
1662736929666,-237,18,-68
1662736929667,-236,18,-68
1662736929667,-236,17,-68
1662736929668,-236,17,-69
1662736929669,-237,18,-67
1662736929669,-236,18,-67
1662736929669,-238,18,-66
1662736929670,-238,17,-68
1662736929671,-238,19,-69
1662736929671,-237,18,-69
1662736929671,-237,17,-67
1662736929672,-238,16,-68
1662736929672,-237,15,-68
1662736929673,-238,16,-67
1662736929673,-238,16,-67
1662736929674,-237,16,-68
1662736929674,-237,16,-66
1662736929675,-239,16,-68
1662736929675,-238,15,-68
1662736929676,-238,16,-68
1662736929676,-240,16,-67
1662736929677,-239,15,-67
1662736929677,-239,16,-67
1662736929678,-239,16,-67
1662736929678,-239,14,-68
1662736929679,-240,14,-69
1662736929679,-240,16,-68
1662736929680,-241,15,-67
1662736929681,-240,15,-67
1662736929681,-240,15,-68
1662736929681,-240,15,-67
1662736929682,-240,15,-67
1662736929683,-240,14,-69
1662736929683,-240,14,-69
1662736929683,-240,16,-70
1662736929684,-240,14,-69
1662736929684,-240,14,-69
1662736929685,-240,14,-69
1662736929685,-240,14,-69
1662736929686,-242,13,-69
1662736929686,-241,14,-69
1662736929687,-241,15,-69
1662736929687,-242,13,-68
1662736929688,-243,13,-71
1662736929688,-243,15,-69
1662736929689,-242,15,-69
1662736929689,-242,15,-69
1662736929690,-242,15,-68
1662736929691,-242,16,-70
1662736929691,-242,16,-70
1662736929691,-242,15,-68
1662736929692,-243,15,-70
1662736929692,-243,15,-69
1662736929693,-242,16,-70
1662736929693,-244,16,-69
1662736929694,-243,14,-69
1662736929694,-242,15,-69
1662736929695,-243,15,-69
1662736929695,-242,15,-70
1662736929696,-242,15,-70
1662736929696,-241,16,-70
1662736929697,-241,16,-70
1662736929697,-241,15,-71
1662736929698,-241,15,-70
1662736929698,-241,15,-71
1662736929699,-241,16,-71
1662736929699,-242,15,-71
1662736929700,-241,15,-70
1662736929701,-240,15,-70
1662736929701,-242,15,-69
1662736929701,-240,16,-69
1662736929702,-241,17,-71
1662736929702,-241,17,-70
1662736929703,-240,15,-71
1662736929703,-241,17,-70
1662736929704,-241,17,-70
1662736929704,-240,18,-70
1662736929705,-240,18,-69
1662736929705,-239,18,-69
1662736929706,-240,18,-70
1662736929706,-240,18,-69
1662736929707,-240,18,-69
1662736929707,-241,18,-68
1662736929708,-240,19,-69
1662736929708,-239,19,-69
1662736929709,-240,19,-69
1662736929709,-238,19,-69
1662736929710,-239,20,-68
1662736929711,-238,21,-70
1662736929711,-239,20,-69
1662736929711,-239,20,-69
1662736929712,-239,21,-69
1662736929712,-238,20,-68
1662736929713,-239,21,-68
1662736929713,-239,21,-70
1662736929714,-238,22,-70
1662736929714,-238,21,-69
1662736929715,-239,21,-67
1662736929715,-239,22,-68
1662736929716,-238,23,-68
1662736929716,-240,23,-69
1662736929717,-238,23,-68
1662736929717,-239,24,-67
1662736929718,-239,22,-68
1662736929718,-238,22,-68
1662736929719,-239,22,-68
1662736929719,-239,23,-67
1662736929720,-238,22,-67
1662736929721,-238,22,-67
1662736929721,-237,24,-68
1662736929721,-239,23,-67
1662736929722,-239,23,-68
1662736929722,-240,22,-66
1662736929723,-240,22,-66
1662736929723,-239,23,-66
1662736929724,-237,22,-66
1662736929724,-238,22,-67
1662736929725,-239,22,-68
1662736929725,-239,23,-66
1662736929726,-238,22,-65
1662736929726,-238,22,-66
1662736929727,-239,22,-67
1662736929727,-240,22,-67
1662736929728,-240,21,-67
1662736929728,-238,23,-66
1662736929729,-238,23,-67
1662736929729,-240,23,-68
1662736929730,-241,22,-66
1662736929731,-240,23,-67
1662736929731,-241,22,-67
1662736929731,-240,23,-66
1662736929732,-242,22,-68
1662736929732,-242,23,-67
1662736929733,-242,23,-66
1662736929733,-242,23,-67
1662736929734,-241,22,-66
1662736929734,-243,22,-66
1662736929735,-245,20,-69
1662736929735,-242,22,-67
1662736929736,-241,20,-66
1662736929736,-243,21,-67
1662736929737,-242,21,-67
1662736929737,-242,22,-67
1662736929738,-244,20,-67
1662736929738,-244,19,-67
1662736929739,-243,21,-66
1662736929739,-244,20,-66
1662736929740,-244,21,-67
1662736929740,-242,21,-67
1662736929741,-244,21,-67
1662736929741,-245,21,-66
1662736929742,-244,21,-67
1662736929742,-245,22,-68
1662736929743,-246,18,-67
1662736929743,-245,21,-67
1662736929744,-245,21,-66
1662736929744,-245,20,-67
1662736929745,-245,19,-67
1662736929745,-245,19,-68
1662736929746,-244,20,-67
1662736929746,-244,18,-67
1662736929747,-246,19,-67
1662736929747,-244,19,-68
1662736929748,-246,18,-68
1662736929748,-245,18,-68
1662736929749,-246,19,-68
1662736929749,-246,18,-67
1662736929750,-247,18,-69
1662736929750,-245,18,-68
1662736929751,-246,19,-68
1662736929751,-245,19,-68
1662736929752,-245,18,-67
1662736929752,-245,19,-69
1662736929753,-245,19,-69
1662736929753,-246,18,-69
1662736929754,-245,18,-69
1662736929754,-246,19,-69
1662736929755,-246,18,-69
1662736929755,-247,17,-70
1662736929756,-247,18,-69
1662736929756,-248,17,-70
1662736929757,-247,18,-70
1662736929757,-248,18,-70
1662736929758,-249,18,-70
1662736929758,-247,18,-70
1662736929759,-249,19,-70
1662736929759,-250,18,-71
1662736929760,-249,17,-72
1662736929760,-248,19,-70
1662736929761,-248,18,-71
1662736929761,-248,18,-70
1662736929762,-248,18,-71
1662736929762,-249,19,-71
1662736929763,-250,18,-72
1662736929763,-250,18,-71
1662736929764,-250,17,-72
1662736929764,-249,18,-71
1662736929765,-248,19,-71
1662736929765,-250,17,-73
1662736929766,-250,18,-71
1662736929766,-251,19,-70
1662736929767,-251,19,-71
1662736929767,-250,18,-71
1662736929768,-251,18,-71
1662736929768,-251,18,-72
1662736929769,-251,18,-71
1662736929769,-250,20,-72
1662736929770,-251,20,-71
1662736929770,-251,18,-72
1662736929771,-251,19,-71
1662736929771,-252,19,-71
1662736929772,-251,19,-71
1662736929772,-251,18,-71
1662736929773,-251,18,-71
1662736929773,-251,19,-70
1662736929774,-251,21,-70
1662736929774,-250,19,-70
1662736929775,-251,18,-70
1662736929775,-251,19,-70
1662736929776,-250,19,-70
1662736929776,-251,19,-70
1662736929776,-250,20,-70
1662736929777,-251,21,-71
1662736929777,-251,21,-70
1662736929778,-252,20,-71
1662736929778,-252,20,-70
1662736929779,-252,20,-70
1662736929779,-252,20,-70
1662736929780,-251,20,-72
1662736929780,-253,20,-71
1662736929781,-252,21,-70
1662736929781,-253,21,-72
1662736929782,-253,19,-71
1662736929782,-251,20,-72
1662736929783,-252,22,-70
1662736929783,-253,21,-71
1662736929784,-251,22,-72
1662736929784,-252,22,-71
1662736929785,-251,21,-72
1662736929785,-251,22,-71
1662736929786,-251,22,-72
1662736929786,-251,23,-71
1662736929787,-251,23,-72
1662736929787,-250,22,-72
1662736929788,-250,23,-72
1662736929788,-251,23,-71
1662736929789,-250,22,-72
1662736929789,-250,24,-72
1662736929790,-248,23,-72
1662736929790,-249,23,-73
1662736929791,-247,23,-72
1662736929791,-247,24,-72
1662736929792,-248,23,-72
1662736929792,-247,25,-73
1662736929793,-247,23,-72
1662736929793,-248,24,-73
1662736929794,-245,24,-72
1662736929794,-246,24,-73
1662736929795,-245,24,-72
1662736929795,-245,23,-72
1662736929796,-245,23,-73
1662736929796,-244,23,-71
1662736929797,-243,25,-73
1662736929797,-243,25,-73
1662736929798,-243,26,-73
1662736929798,-242,23,-72
1662736929799,-243,26,-72
1662736929799,-243,25,-73
1662736929800,-242,26,-72
1662736929800,-242,25,-73
1662736929801,-240,25,-73
1662736929801,-242,24,-73
1662736929802,-242,23,-74
1662736929802,-239,25,-73
1662736929803,-240,25,-73
1662736929803,-239,25,-74
1662736929804,-239,25,-74
1662736929805,-239,25,-75
1662736929805,-238,24,-74
1662736929805,-237,25,-73
1662736929806,-237,25,-73
1662736929806,-237,24,-74
1662736929807,-237,23,-74
1662736929807,-237,24,-73
1662736929808,-236,24,-72
1662736929808,-237,24,-73
1662736929809,-236,24,-74
1662736929809,-235,23,-73
1662736929810,-236,23,-73
1662736929810,-234,24,-72
1662736929811,-235,23,-72
1662736929811,-236,22,-73
1662736929812,-236,22,-74
1662736929812,-234,23,-73
1662736929813,-234,22,-73
1662736929813,-234,23,-74
1662736929814,-234,21,-74
1662736929814,-235,22,-73
1662736929815,-235,22,-72
1662736929815,-234,22,-75
1662736929816,-235,21,-73
1662736929816,-235,21,-75
1662736929817,-235,21,-75
1662736929817,-235,21,-75
1662736929818,-235,20,-74
1662736929818,-236,20,-74
1662736929819,-234,21,-76
1662736929819,-235,21,-76
1662736929820,-235,21,-74
1662736929820,-236,20,-75
1662736929821,-236,20,-75
1662736929821,-235,20,-75
1662736929822,-235,21,-74
1662736929822,-234,21,-74
1662736929823,-234,21,-74
1662736929823,-235,22,-74
1662736929824,-235,21,-74
1662736929824,-235,21,-73
1662736929825,-236,23,-72
1662736929825,-237,23,-71
1662736929826,-239,23,-71
1662736929826,-239,23,-71
1662736929827,-236,24,-71
1662736929827,-236,22,-71
1662736929828,-235,23,-70
1662736929828,-234,22,-70
1662736929829,-233,22,-70
1662736929829,-234,22,-69
1662736929830,-233,22,-69
1662736929830,-234,22,-69
1662736929831,-233,24,-69
1662736929831,-234,23,-69
1662736929832,-232,23,-68
1662736929832,-234,24,-68
1662736929833,-233,24,-67
1662736929833,-234,24,-67
1662736929834,-233,24,-67
1662736929834,-234,25,-67
1662736929835,-233,23,-67
1662736929835,-233,23,-66
1662736929836,-233,24,-67
1662736929836,-234,24,-66
1662736929837,-233,24,-67
1662736929837,-234,25,-67
1662736929838,-232,26,-67
1662736929838,-234,26,-69
1662736929839,-235,26,-68
1662736929839,-233,27,-67
1662736929840,-235,27,-66
1662736929840,-233,27,-67
1662736929841,-234,27,-66
1662736929841,-235,27,-68
1662736929842,-234,27,-67
1662736929842,-235,28,-68
1662736929843,-236,29,-68
1662736929843,-236,30,-66
1662736929844,-236,30,-68
1662736929844,-237,30,-67
1662736929845,-236,29,-67
1662736929845,-236,28,-67
1662736929846,-234,27,-69
1662736929846,-233,27,-71
1662736929847,-233,25,-71
1662736929847,-233,27,-69
1662736929848,-234,25,-69
1662736929848,-234,27,-68
1662736929849,-235,28,-68
1662736929849,-235,26,-68
1662736929850,-233,27,-68
1662736929850,-233,26,-66
1662736929851,-234,26,-66
1662736929851,-233,25,-67
1662736929852,-232,24,-66
1662736929852,-231,25,-66
1662736929853,-232,26,-65
1662736929853,-233,25,-66
1662736929854,-232,24,-65
1662736929854,-232,23,-67
1662736929855,-231,23,-66
1662736929855,-232,23,-67
1662736929856,-230,24,-66
1662736929856,-231,22,-67
1662736929857,-231,23,-67
1662736929857,-232,21,-66
1662736929858,-232,21,-66
1662736929858,-232,21,-67
1662736929859,-231,22,-67
1662736929859,-233,22,-67
1662736929860,-232,21,-68
1662736929860,-231,22,-68
1662736929861,-230,21,-67
1662736929861,-233,21,-68
1662736929862,-231,22,-68
1662736929862,-231,22,-67
1662736929863,-233,21,-68
1662736929863,-231,22,-68
1662736929864,-231,21,-67
1662736929864,-232,22,-68
1662736929865,-231,22,-67
1662736929865,-233,21,-67
1662736929866,-233,23,-66
1662736929866,-235,23,-66
1662736929867,-234,22,-67
1662736929867,-234,22,-67
1662736929868,-233,22,-66
1662736929868,-234,21,-65
1662736929869,-233,21,-67
1662736929870,-234,21,-66
1662736929871,-234,20,-66
1662736929871,-233,20,-66
1662736929871,-233,21,-65
1662736929871,-235,22,-66
1662736929872,-235,20,-65
1662736929872,-234,20,-66
1662736929873,-235,21,-66
1662736929873,-234,20,-66
1662736929874,-235,19,-67
1662736929874,-234,21,-67
1662736929875,-235,20,-66
1662736929875,-235,19,-66
1662736929876,-235,20,-67
1662736929876,-235,20,-67
1662736929877,-235,20,-66
1662736929877,-235,19,-67
1662736929878,-236,19,-67
1662736929878,-236,20,-66
1662736929879,-237,21,-66
1662736929879,-237,21,-67
1662736929880,-235,21,-67
1662736929880,-236,21,-65
1662736929881,-238,20,-66
1662736929881,-236,21,-66
1662736929882,-237,22,-65
1662736929882,-237,22,-65
1662736929883,-236,21,-65
1662736929883,-240,25,-66
1662736929884,-239,25,-64
1662736929884,-238,23,-64
1662736929885,-236,23,-64
1662736929885,-234,21,-65
1662736929886,-235,20,-66
1662736929886,-235,21,-65
1662736929887,-235,20,-64
1662736929887,-235,22,-64
1662736929888,-235,22,-64
1662736929888,-235,22,-62
1662736929889,-235,22,-62
1662736929889,-235,22,-63
1662736929890,-234,22,-63
1662736929890,-234,22,-63
1662736929891,-234,24,-63
1662736929891,-233,24,-63
1662736929892,-234,22,-63
1662736929892,-234,22,-62
1662736929893,-234,22,-61
1662736929893,-234,23,-62
1662736929894,-232,24,-61
1662736929894,-233,22,-61
1662736929895,-233,24,-60
1662736929895,-232,24,-61
1662736929896,-232,25,-61
1662736929896,-233,24,-60
1662736929897,-232,25,-61
1662736929897,-233,27,-61
1662736929898,-232,27,-60
1662736929898,-232,26,-60
1662736929899,-232,26,-59
1662736929899,-231,26,-60
1662736929900,-231,26,-60
1662736929900,-233,28,-61
1662736929901,-232,27,-60
1662736929901,-231,27,-60
1662736929902,-231,28,-59
1662736929902,-232,27,-59
1662736929903,-231,29,-59
1662736929903,-230,29,-61
1662736929904,-231,29,-60
1662736929904,-232,28,-60
1662736929905,-232,28,-58
1662736929905,-232,29,-60
1662736929906,-232,28,-59
1662736929906,-232,29,-61
1662736929907,-231,28,-60
1662736929907,-232,27,-59
1662736929908,-230,29,-60
1662736929908,-227,28,-61
1662736929908,-225,30,-61
1662736929909,-225,30,-62
1662736929910,-225,30,-61
1662736929910,-224,30,-61
1662736929910,-225,30,-60
1662736929911,-226,30,-62
1662736929911,-226,29,-61
1662736929912,-225,30,-62
1662736929912,-227,30,-61
1662736929913,-227,29,-61
1662736929913,-226,29,-61
1662736929914,-226,27,-61
1662736929914,-227,29,-62
1662736929915,-226,29,-61
1662736929915,-227,28,-61
1662736929916,-227,29,-62
1662736929916,-227,28,-62
1662736929917,-227,28,-61
1662736929917,-226,29,-62
1662736929918,-227,30,-61
1662736929918,-228,28,-62
1662736929919,-228,28,-62
1662736929920,-228,28,-63
1662736929920,-229,29,-63
1662736929920,-229,29,-63
1662736929921,-229,28,-64
1662736929921,-229,28,-64
1662736929922,-228,29,-64
1662736929922,-230,30,-64
1662736929923,-230,29,-65
1662736929923,-230,28,-65
1662736929924,-230,28,-65
1662736929924,-231,29,-64
1662736929925,-232,29,-65
1662736929925,-230,30,-65
1662736929926,-233,29,-65
1662736929926,-232,30,-66
1662736929927,-233,29,-66
1662736929927,-232,29,-66
1662736929928,-233,29,-67
1662736929928,-233,29,-67
1662736929929,-233,30,-65
1662736929930,-234,29,-66
1662736929930,-234,30,-65
1662736929930,-234,30,-66
1662736929931,-234,30,-66
1662736929931,-234,30,-67
1662736929932,-235,29,-66
1662736929932,-233,29,-67
1662736929933,-234,31,-67
1662736929933,-234,29,-66
1662736929934,-235,31,-66
1662736929934,-234,30,-66
1662736929935,-234,31,-68
1662736929935,-234,30,-66
1662736929936,-235,30,-68
1662736929936,-233,30,-68
1662736929937,-235,31,-68
1662736929937,-234,31,-68
1662736929938,-235,30,-68
1662736929938,-234,30,-69
1662736929939,-236,30,-68
1662736929942,-235,31,-69
1662736929942,-235,30,-70
1662736929942,-235,30,-70
1662736929942,-235,29,-69
1662736929942,-234,29,-69
1662736929942,-236,31,-71
1662736929943,-235,31,-68
1662736929943,-236,31,-70
1662736929943,-235,32,-69
1662736929944,-237,30,-70
1662736929944,-236,31,-70
1662736929945,-237,31,-71
1662736929945,-236,31,-71
1662736929946,-236,31,-70
1662736929946,-237,31,-70
1662736929947,-237,29,-70
1662736929947,-237,29,-70
1662736929948,-236,31,-70
1662736929948,-236,30,-70
1662736929949,-237,29,-70
1662736929950,-236,30,-70
1662736929950,-236,29,-69
1662736929950,-236,29,-70
1662736929951,-235,30,-70
1662736929951,-237,28,-69
1662736929952,-237,29,-69
1662736929952,-237,28,-68
1662736929953,-237,27,-69
1662736929953,-236,28,-68
1662736929954,-236,28,-68
1662736929954,-236,27,-67
1662736929955,-237,26,-67
1662736929955,-235,27,-67
1662736929956,-234,27,-68
1662736929956,-236,25,-67
1662736929957,-236,27,-66
1662736929957,-235,26,-67
1662736929958,-235,24,-67
1662736929958,-235,25,-68
1662736929959,-235,26,-66
1662736929960,-236,25,-68
1662736929960,-235,24,-68
1662736929960,-235,26,-69
1662736929961,-235,23,-67
1662736929961,-235,24,-68
1662736929962,-236,23,-67
1662736929962,-236,23,-67
1662736929963,-236,23,-68
1662736929963,-235,25,-69
1662736929964,-235,24,-68
1662736929964,-235,23,-68
1662736929965,-236,24,-68
1662736929965,-235,25,-69
1662736929966,-234,24,-70
1662736929967,-234,24,-70
1662736929967,-236,24,-69
1662736929967,-235,23,-71
1662736929968,-235,24,-71
1662736929968,-236,23,-71
1662736929969,-235,25,-71
1662736929970,-235,24,-72
1662736929970,-235,25,-72
1662736929970,-235,24,-72
1662736929971,-235,25,-72
1662736929971,-235,24,-71
1662736929972,-236,24,-73
1662736929972,-234,25,-74
1662736929973,-234,24,-72
1662736929973,-233,25,-72
1662736929974,-233,25,-73
1662736929974,-233,25,-73
1662736929975,-231,26,-74
1662736929975,-231,24,-73
1662736929976,-230,26,-73
1662736929976,-231,26,-74
1662736929977,-231,26,-75
1662736929977,-230,27,-73
1662736929978,-231,25,-74
1662736929978,-231,26,-75
1662736929979,-232,27,-74
1662736929980,-232,25,-76
1662736929980,-232,26,-76
1662736929980,-232,26,-75
1662736929981,-233,27,-74
1662736929981,-234,26,-75
1662736929982,-233,26,-75
1662736929982,-233,25,-77
1662736929983,-234,25,-77
1662736929983,-233,24,-77
1662736929984,-233,25,-77
1662736929984,-233,26,-76
1662736929985,-235,25,-76
1662736929985,-235,25,-77
1662736929986,-234,26,-77
1662736929986,-236,24,-76
1662736929987,-236,25,-76
1662736929987,-236,25,-77
1662736929988,-236,26,-77
1662736929988,-235,24,-78
1662736929989,-235,23,-77
